,Board Name,Board Type,School Name,School Type,School Special Condition Code,School Level,School Language,Grade Range,City,Province,Enrolment,Percentage of Students Whose First Language Is Not English,Percentage of Students Whose First Language Is Not French,Percentage of Students Who Are New to Canada from a Non-English Speaking Country,Percentage of Students Who Are New to Canada from a Non-French Speaking Country,Percentage of Students Receiving Special Education Services,Percentage of Students Identified as Gifted,Percentage of Grade 3 Students Achieving the Provincial Standard in Reading,Change in Grade 3 Reading Achievement Over Three Years,Percentage of Grade 3 Students Achieving the Provincial Standard in Writing,Change in Grade 3 Writing Achievement Over Three Years,Percentage of Grade 3 Students Achieving the Provincial Standard in Mathematics,Change in Grade 3 Mathematics Achievement Over Three Years,Percentage of Grade 6 Students Achieving the Provincial Standard in Reading,Change in Grade 6 Reading Achievement Over Three Years,Percentage of Grade 6 Students Achieving the Provincial Standard in Writing,Change in Grade 6 Writing Achievement Over Three Years,Percentage of Grade 6 Students Achieving the Provincial Standard in Mathematics,Change in Grade 6 Mathematics Achievement Over Three Years,Percentage of School-Aged Children Who Live in Low-Income Households,"Percentage of Students Whose Parents Have No Degree, Diploma or Certificate"
300,CEP de l'Est de l'Ontario,Pub Dist Sch Brd (E/F),Ecole elementaire publique Maurice-Lapointe,Public,Not applicable,Elementary,French,JK-8,KANATA,Ontario,720,0.56,0.69,0.07,0.07,0.08,0.0,0.93,0,0.87,-6,0.85,-4,0.92,-6,0.74,-18,0.76,-16,0.08,0.02
301,CEP de l'Est de l'Ontario,Pub Dist Sch Brd (E/F),Ecole elementaire publique Mauril-Belanger,Public,Not applicable,Elementary,French,JK-6,Vanier,Ontario,200,0.8,0.6,0.3,0.25,0.1,0.0,0.57,-3,0.33,-7,0.29,9,0.75,3,0.46,-18,0.46,-6,0.55,0.15
302,CEP de l'Est de l'Ontario,Pub Dist Sch Brd (E/F),Ecole elementaire publique Michaelle-Jean,Public,Not applicable,Elementary,French,JK-8,Barrhaven,Ontario,695,0.62,0.76,0.05,0.05,0.05,0.0,0.91,2,0.79,-17,0.78,-6,0.97,-2,0.85,-13,0.83,-6,0.09,0.02
303,CEP de l'Est de l'Ontario,Pub Dist Sch Brd (E/F),Ecole elementaire publique Michel-Dupuis,Public,Not applicable,Elementary,French,JK-8,Ottawa,Ontario,365,0.7,0.8,0.0,0.05,0.05,0.0,0.6,-7,0.4,-18,0.4,-22,0.88,6,0.62,-32,0.69,-13,0.1,0.0
305,CEP de l'Est de l'Ontario,Pub Dist Sch Brd (E/F),Ecole elementaire publique Nouvel Horizon,Public,Not applicable,Elementary,French,JK-6,Hawkesbury,Ontario,295,0.9,0.1,0.0,0.0,0.2,0.0,0.79,-10,0.5,-36,0.44,-31,0.92,9,0.7,7,0.84,18,0.25,0.1
308,CEP de l'Est de l'Ontario,Pub Dist Sch Brd (E/F),Ecole elementaire publique Rose des Vents,Public,Not applicable,Elementary,French,JK-6,Cornwall,Ontario,525,0.4,0.66,0.03,0.02,0.07,0.0,0.94,6,0.85,5,0.83,-3,0.96,-1,0.84,-13,0.93,-3,0.28,0.09
309,CEP de l'Est de l'Ontario,Pub Dist Sch Brd (E/F),Ecole elementaire publique Seraphin-Marion,Public,Not applicable,Elementary,French,JK-6,Ottawa,Ontario,355,0.8,0.55,0.2,0.2,0.1,0.0,0.67,7,0.77,22,0.69,35,0.89,1,0.79,-7,0.49,-17,0.4,0.15
310,CEP de l'Est de l'Ontario,Pub Dist Sch Brd (E/F),Ecole elementaire publique Terre des Jeunes,Public,Not applicable,Elementary,French,JK-8,Alexandria,Ontario,120,0.6,0.45,0.05,0.0,0.25,0.0,1.0,0,0.82,-18,0.91,8,0.77,2,0.62,-18,0.77,7,0.15,0.0
311,CEP de l'Est de l'Ontario,Pub Dist Sch Brd (E/F),Ecole elementaire publique Trille des Bois,Public,Not applicable,Elementary,French,JK-8,Vanier,Ontario,595,0.64,0.47,0.06,0.06,0.08,0.0,0.85,5,0.6,-11,0.65,-15,0.98,2,0.84,2,0.93,4,0.25,0.07
333,CS Viamonde,Pub Dist Sch Brd (E/F),Academie Alexandre-Dumas,Public,Not applicable,Elementary,French,JK-6,Scarborough,Ontario,210,0.55,0.65,0.15,0.15,0.1,0.0,0.88,5,0.84,1,0.78,8,0.96,3,0.8,-20,0.68,-25,0.4,0.1
335,CS Viamonde,Pub Dist Sch Brd (E/F),Academie de la Moraine,Public,Not applicable,Elementary,French,JK-6,Aurora,Ontario,160,0.55,0.7,0.05,0.05,0.0,0.0,0.9,7,0.86,11,0.93,35,0.97,-3,0.93,5,0.93,12,0.2,0.0
336,CS Viamonde,Pub Dist Sch Brd (E/F),Academie de la Tamise,Public,Not applicable,Elementary,French,JK-6,London,Ontario,285,0.4,0.8,0.0,0.0,0.1,0.0,0.79,8,0.68,15,0.68,1,0.95,-1,0.84,-2,0.84,-2,0.2,0.1
339,CS Viamonde,Pub Dist Sch Brd (E/F),Ecole elementaire Antonine Maillet,Public,Not applicable,Elementary,French,JK-8,Oshawa,Ontario,190,0.6,0.5,0.0,0.0,0.0,0.0,0.92,3,0.81,6,0.88,20,0.94,0,0.94,0,0.88,6,0.2,0.0
340,CS Viamonde,Pub Dist Sch Brd (E/F),Ecole elementaire Carrefour des Jeunes,Public,Not applicable,Elementary,French,JK-6,Brampton,Ontario,430,0.65,0.45,0.1,0.1,0.05,0.0,0.91,2,0.82,0,0.78,10,0.98,0,0.93,2,0.85,5,0.15,0.1
342,CS Viamonde,Pub Dist Sch Brd (E/F),Ecole elementaire Charles-Sauriol,Public,Not applicable,Elementary,French,JK-8,Toronto,Ontario,410,0.5,0.6,0.1,0.1,0.1,0.0,1.0,3,0.95,15,0.93,3,0.94,-2,0.86,-6,0.92,-4,0.15,0.0
346,CS Viamonde,Pub Dist Sch Brd (E/F),Ecole elementaire Felix-Leclerc,Public,Not applicable,Elementary,French,JK-6,Etobicoke,Ontario,185,0.6,0.6,0.1,0.1,0.05,0.0,0.85,-7,0.78,-7,0.74,7,1.0,9,0.82,-7,1.0,14,0.4,0.1
350,CS Viamonde,Pub Dist Sch Brd (E/F),Ecole elementaire Gabrielle-Roy,Public,Not applicable,Elementary,French,JK-6,Toronto,Ontario,310,0.6,0.6,0.05,0.1,0.1,0.0,0.96,14,0.78,7,0.78,7,1.0,10,0.89,8,0.89,2,0.35,0.1
353,CS Viamonde,Pub Dist Sch Brd (E/F),Ecole elementaire Horizon Jeunesse,Public,Not applicable,Elementary,French,JK-6,Mississauga,Ontario,185,0.7,0.55,0.15,0.15,0.1,0.0,0.96,11,0.96,35,0.96,28,1.0,12,1.0,12,0.88,16,0.3,0.05
354,CS Viamonde,Pub Dist Sch Brd (E/F),Ecole elementaire Jeanne-Lajoie,Public,Not applicable,Elementary,French,JK-6,North York,Ontario,420,0.7,0.65,0.1,0.1,0.1,0.0,0.87,2,0.81,3,0.77,-5,0.95,6,0.9,6,0.88,6,0.35,0.05
356,CS Viamonde,Pub Dist Sch Brd (E/F),Ecole elementaire L'Envolee,Public,Not applicable,Elementary,French,JK-6,Windsor,Ontario,215,0.6,0.9,0.1,0.1,0.05,0.0,0.69,-27,0.59,-30,0.75,-21,0.96,7,0.88,10,0.64,-14,0.4,0.1
357,CS Viamonde,Pub Dist Sch Brd (E/F),Ecole elementaire L'Harmonie,Public,Not applicable,Elementary,French,JK-8,Waterloo,Ontario,340,0.4,0.65,0.0,0.0,0.1,0.0,0.85,-2,0.76,0,0.72,-12,0.95,-5,0.91,11,0.81,5,0.15,0.1
358,CS Viamonde,Pub Dist Sch Brd (E/F),Ecole elementaire L'Heritage,Public,Not applicable,Elementary,French,JK-8,St. Catharines,Ontario,155,0.3,0.8,0.05,0.05,0.1,0.0,0.85,6,0.46,-7,0.54,-14,0.94,21,0.88,41,0.88,21,0.25,0.1
359,CS Viamonde,Pub Dist Sch Brd (E/F),Ecole elementaire L'Odyssee,Public,Not applicable,Elementary,French,JK-6,Guelph,Ontario,135,0.3,0.8,0.05,0.05,0.1,0.0,0.69,-14,0.69,19,0.62,-5,0.9,-10,0.67,-23,0.86,-4,0.15,0.0
360,CS Viamonde,Pub Dist Sch Brd (E/F),Ecole elementaire La Fontaine,Public,Not applicable,Elementary,French,JK-6,Kleinburg,Ontario,140,0.4,0.75,0.05,0.0,0.05,0.0,0.93,-7,0.71,-23,0.82,-12,1.0,0,1.0,0,1.0,9,0.1,0.0
361,CS Viamonde,Pub Dist Sch Brd (E/F),Ecole elementaire La Mosaique,Public,Not applicable,Elementary,French,JK-6,East York,Ontario,540,0.57,0.48,0.05,0.05,0.05,0.0,0.96,3,0.81,-9,0.83,-4,0.87,-11,0.68,-20,0.83,-1,0.15,0.04
362,CS Viamonde,Pub Dist Sch Brd (E/F),Ecole elementaire La Pommeraie,Public,Not applicable,Elementary,French,JK-6,London,Ontario,305,0.3,0.9,0.05,0.0,0.05,0.0,0.95,-1,0.78,-4,0.82,18,0.97,22,0.8,1,0.91,20,0.2,0.05
363,CS Viamonde,Pub Dist Sch Brd (E/F),Ecole elementaire La Source,Public,Not applicable,Elementary,French,JK-6,Barrie,Ontario,310,0.4,0.7,0.0,0.0,0.1,0.0,0.86,19,0.77,18,0.68,5,0.89,-7,0.84,1,0.92,14,0.1,0.05
364,CS Viamonde,Pub Dist Sch Brd (E/F),Ecole elementaire LaMarsh,Public,Not applicable,Elementary,French,JK-8,Niagara Falls,Ontario,195,0.3,0.8,0.05,0.0,0.05,0.0,0.5,-17,0.31,-19,0.44,-14,1.0,21,0.82,11,0.91,55,0.2,0.1
365,CS Viamonde,Pub Dist Sch Brd (E/F),Ecole elementaire Laure-Riese,Public,Not applicable,Elementary,French,JK-6,Scarborough,Ontario,290,0.7,0.55,0.1,0.05,0.1,0.0,0.9,-7,0.77,-14,0.74,-5,1.0,4,0.88,-8,0.92,4,0.3,0.1
368,CS Viamonde,Pub Dist Sch Brd (E/F),Ecole elementaire Les Rapides,Public,Not applicable,Elementary,French,JK-6,Sarnia,Ontario,155,0.5,0.5,0.0,0.0,0.05,0.0,0.91,-9,0.74,-9,0.83,-11,1.0,13,0.72,12,0.94,21,0.2,0.0
370,CS Viamonde,Pub Dist Sch Brd (E/F),Ecole elementaire Marie-Curie,Public,Not applicable,Elementary,French,JK-6,London,Ontario,285,0.4,0.8,0.0,0.0,0.05,0.0,0.95,27,0.92,29,0.89,26,1.0,0,0.92,10,0.85,-1,0.2,0.0
371,CS Viamonde,Pub Dist Sch Brd (E/F),Ecole elementaire Mathieu-da-Costa,Public,Not applicable,Elementary,French,JK-6,North York,Ontario,170,0.65,0.6,0.05,0.05,0.1,0.0,0.8,-1,0.6,-10,0.5,-13,0.94,3,0.76,-6,0.76,8,0.35,0.2
374,CS Viamonde,Pub Dist Sch Brd (E/F),Ecole elementaire Nouvel Horizon,Public,Not applicable,Elementary,French,JK-6,Welland,Ontario,160,0.4,0.55,0.0,0.0,0.05,0.0,0.89,54,0.72,7,0.83,48,0.95,10,0.77,17,0.86,6,0.15,0.0
375,CS Viamonde,Pub Dist Sch Brd (E/F),Ecole elementaire Patricia-Picknell,Public,Not applicable,Elementary,French,JK-6,Oakville,Ontario,150,0.55,0.6,0.15,0.15,0.05,0.0,0.88,1,0.81,0,0.77,-13,0.89,-4,0.84,1,0.89,9,0.1,0.0
377,CS Viamonde,Pub Dist Sch Brd (E/F),Ecole elementaire Pavillon de la jeunesse,Public,Not applicable,Elementary,French,JK-6,Hamilton,Ontario,285,0.65,0.7,0.2,0.2,0.05,0.0,0.59,-21,0.41,-7,0.35,-5,0.93,10,0.8,1,0.5,-9,0.35,0.15
378,CS Viamonde,Pub Dist Sch Brd (E/F),Ecole elementaire Pierre-Elliott-Trudeau,Public,Not applicable,Elementary,French,JK-6,Toronto,Ontario,405,0.45,0.55,0.0,0.05,0.0,0.0,0.98,0,0.82,-16,0.88,-7,1.0,0,0.81,-16,0.97,13,0.2,0.05
379,CS Viamonde,Pub Dist Sch Brd (E/F),Ecole elementaire Renaissance,Public,Not applicable,Elementary,French,JK-6,Burlington,Ontario,240,0.4,0.6,0.0,0.0,0.05,0.0,0.94,-2,0.97,6,0.71,-12,0.97,-3,0.97,-3,0.97,4,0.1,0.05
381,CS Viamonde,Pub Dist Sch Brd (E/F),Ecole elementaire Ronald-Marion,Public,Not applicable,Elementary,French,JK-6,Pickering,Ontario,345,0.6,0.6,0.0,0.05,0.05,0.0,0.94,7,0.94,10,0.88,4,1.0,0,0.88,5,0.82,-6,0.15,0.05
386,CS Viamonde,Pub Dist Sch Brd (E/F),Ecole elementaire des Quatre-Rivieres,Public,Not applicable,Elementary,French,JK-8,Orangeville,Ontario,185,0.15,0.8,0.0,0.0,0.1,0.0,0.75,-19,0.31,-57,0.62,-14,0.94,-6,0.88,-12,0.88,-12,0.1,0.0
387,CS Viamonde,Pub Dist Sch Brd (E/F),Ecole elementaire du Chene,Public,Not applicable,Elementary,French,JK-6,OAKVILLE,Ontario,180,0.6,0.8,0.15,0.2,0.0,0.0,0.89,-11,0.84,-16,0.84,-16,1.0,0,1.0,0,0.83,-17,0.15,0.0
481,CS public du Grand Nord de l'Ontario,Pub Dist Sch Brd (E/F),Ecole publique Foyer-Jeunesse,Public,Not applicable,Elementary,French,JK-6,Hanmer,Ontario,195,0.55,0.4,0.0,0.0,0.1,0.0,0.79,5,0.58,-19,0.32,-39,0.71,14,0.42,-20,0.5,-7,0.1,0.0
485,CS public du Grand Nord de l'Ontario,Pub Dist Sch Brd (E/F),Ecole publique Helene-Gravel,Public,Not applicable,Elementary,French,JK-6,Sudbury,Ontario,290,0.6,0.45,0.0,0.0,0.05,0.0,0.73,-13,0.61,-34,0.61,-20,0.97,-3,0.9,-10,0.9,-10,0.1,0.0
486,CS public du Grand Nord de l'Ontario,Pub Dist Sch Brd (E/F),Ecole publique Jean-Ethier-Blais,Public,Not applicable,Elementary,French,JK-6,Sudbury,Ontario,330,0.6,0.45,0.05,0.05,0.2,0.0,0.87,15,0.77,-13,0.62,-2,0.97,11,0.78,-6,0.84,11,0.2,0.05
490,CS public du Grand Nord de l'Ontario,Pub Dist Sch Brd (E/F),Ecole publique de la Decouverte,Public,Not applicable,Elementary,French,JK-8,Val Caron,Ontario,265,0.55,0.45,0.0,0.0,0.15,0.0,0.8,27,0.63,-1,0.37,-5,0.94,-6,0.7,-5,0.76,-14,0.05,0.0
506,CS public du Nord-Est de l'Ontario,Pub Dist Sch Brd (E/F),Ecole publique Heritage,Public,Not applicable,Elementary,French,JK-6,North Bay,Ontario,405,0.2,0.8,0.0,0.05,0.1,0.0,0.76,16,0.59,5,0.78,8,0.85,-13,0.75,-11,0.74,-12,0.15,0.05
507,CS public du Nord-Est de l'Ontario,Pub Dist Sch Brd (E/F),Ecole publique Jeunesse-Active,Public,Not applicable,Elementary,French,JK-8,Sturgeon Falls,Ontario,300,0.65,0.35,0.0,0.0,0.2,0.0,0.5,-17,0.45,2,0.4,11,0.75,-25,0.56,-32,0.56,-19,0.2,0.0
508,CS public du Nord-Est de l'Ontario,Pub Dist Sch Brd (E/F),Ecole publique Le Coeur du Nord,Public,Not applicable,Elementary,French,JK-8,Kapuskasing,Ontario,280,0.65,0.35,0.0,0.0,0.15,0.0,0.87,-2,0.91,-3,0.7,-13,0.9,0,0.67,-26,0.53,-34,0.2,0.05
509,CS public du Nord-Est de l'Ontario,Pub Dist Sch Brd (E/F),Ecole publique Lionel-Gauthier,Public,Not applicable,Elementary,French,JK-6,Timmins,Ontario,305,0.5,0.5,0.0,0.0,0.1,0.0,0.55,4,0.55,9,0.48,4,0.8,10,0.49,-16,0.51,-11,0.2,0.1
769,DSB Niagara,Pub Dist Sch Brd (E/F),A K Wigg Public School,Public,Not applicable,Elementary,English,JK-8,Fonthill,Ontario,355,0.0,1.0,0.0,0.0,0.1,0.0,0.9,2,0.97,15,0.81,5,0.86,0,0.86,-2,0.75,1,0.0,0.0
771,DSB Niagara,Pub Dist Sch Brd (E/F),Applewood Public School,Public,Not applicable,Elementary,English,JK-6,St Catharines,Ontario,180,0.2,1.0,0.1,0.1,0.15,0.0,1.0,15,1.0,19,0.93,24,1.0,5,1.0,0,0.91,20,0.3,0.1
774,DSB Niagara,Pub Dist Sch Brd (E/F),Caistor Central Public School,Public,Not applicable,Elementary,English,JK-8,Caistor Centre,Ontario,215,0.0,1.0,0.0,0.0,0.1,0.0,1.0,30,0.85,5,0.77,-3,1.0,20,0.91,11,0.65,-5,0.1,0.0
775,DSB Niagara,Pub Dist Sch Brd (E/F),Carleton Public School,Public,Not applicable,Elementary,English,JK-8,St Catharines,Ontario,230,0.1,1.0,0.05,0.05,0.25,0.0,0.89,7,0.89,3,0.84,-2,0.83,-4,0.87,0,0.61,0,0.3,0.05
776,DSB Niagara,Pub Dist Sch Brd (E/F),Central Public School,Public,Not applicable,Elementary,English,1-8,Grimsby,Ontario,535,0.04,1.0,0.01,0.01,0.13,0.0,0.92,0,0.92,1,0.81,-2,0.88,-4,0.88,-8,0.67,-11,0.08,0.01
777,DSB Niagara,Pub Dist Sch Brd (E/F),Cherrywood Acres Public School,Public,Not applicable,Elementary,English,JK-8,Niagara Falls,Ontario,225,0.1,1.0,0.0,0.0,0.15,0.0,0.9,14,0.86,10,0.86,14,0.78,4,0.78,4,0.59,27,0.2,0.05
779,DSB Niagara,Pub Dist Sch Brd (E/F),Crossroads Public School,Public,Not applicable,Elementary,English,JK-8,Niagara on the Lake,Ontario,475,0.05,1.0,0.0,0.05,0.1,0.0,0.98,11,0.91,2,0.89,8,0.86,-2,0.86,1,0.51,-12,0.15,0.1
782,DSB Niagara,Pub Dist Sch Brd (E/F),Dalewood Public School,Public,Not applicable,Elementary,English,1-8,St Catharines,Ontario,410,0.1,1.0,0.0,0.0,0.1,0.0,0.91,2,0.89,2,0.89,4,0.89,-5,0.89,4,0.73,1,0.15,0.05
783,DSB Niagara,Pub Dist Sch Brd (E/F),DeWitt Carter Public School,Public,Not applicable,Elementary,English,JK-8,Port Colborne,Ontario,235,0.0,1.0,0.0,0.0,0.3,0.0,0.83,2,0.79,-6,0.58,-7,0.94,21,0.97,20,0.62,27,0.25,0.1
784,DSB Niagara,Pub Dist Sch Brd (E/F),Diamond Trail Public School,Public,Not applicable,Elementary,English,JK-8,Welland,Ontario,360,0.0,1.0,0.0,0.0,0.3,0.0,0.82,7,0.86,14,0.75,16,0.57,24,0.66,37,0.31,26,0.35,0.05
785,DSB Niagara,Pub Dist Sch Brd (E/F),E I McCulley Public School,Public,Not applicable,Elementary,English,JK-8,St Catharines,Ontario,260,0.1,1.0,0.0,0.0,0.3,0.0,1.0,0,1.0,0,1.0,16,0.92,0,0.88,0,0.75,-13,0.4,0.1
789,DSB Niagara,Pub Dist Sch Brd (E/F),Edith Cavell Public School,Public,Not applicable,Elementary,English,JK-8,St Catharines,Ontario,240,0.1,1.0,0.05,0.0,0.25,0.0,0.83,-3,0.9,4,0.72,-5,0.7,11,0.74,7,0.43,32,0.4,0.1
790,DSB Niagara,Pub Dist Sch Brd (E/F),Ferndale Public School,Public,Not applicable,Elementary,English,JK-8,St Catharines,Ontario,380,0.1,1.0,0.0,0.05,0.2,0.0,0.72,-18,0.84,-6,0.72,-8,0.9,11,0.72,5,0.45,16,0.3,0.1
791,DSB Niagara,Pub Dist Sch Brd (E/F),Fitch Street Public School,Public,Not applicable,Elementary,English,JK-8,Welland,Ontario,410,0.15,1.0,0.15,0.1,0.15,0.0,0.69,-25,0.72,-28,0.62,-26,0.82,11,0.85,20,0.52,17,0.2,0.1
792,DSB Niagara,Pub Dist Sch Brd (E/F),Forestview Public School,Public,Not applicable,Elementary,English,JK-8,Niagara Falls,Ontario,690,0.24,1.0,0.05,0.05,0.13,0.01,0.58,-25,0.6,-23,0.52,-24,0.88,13,0.89,10,0.69,8,0.17,0.04
793,DSB Niagara,Pub Dist Sch Brd (E/F),Gainsborough Central Public School,Public,Not applicable,Elementary,English,JK-8,St Anns,Ontario,240,0.0,1.0,0.0,0.0,0.15,0.0,0.93,3,0.93,-7,0.64,-21,0.91,-2,0.87,0,0.57,-16,0.1,0.0
794,DSB Niagara,Pub Dist Sch Brd (E/F),Garrison Road Public School,Public,Not applicable,Elementary,English,JK-8,Fort Erie,Ontario,485,0.05,1.0,0.0,0.0,0.15,0.0,0.92,13,0.79,4,0.7,14,0.85,-9,0.84,2,0.51,-19,0.2,0.1
795,DSB Niagara,Pub Dist Sch Brd (E/F),Glendale Public School,Public,Not applicable,Elementary,English,JK-8,Welland,Ontario,215,0.05,1.0,0.05,0.05,0.2,0.0,0.73,-22,0.73,-22,0.6,-11,0.78,-3,0.74,-14,0.44,-12,0.2,0.0
796,DSB Niagara,Pub Dist Sch Brd (E/F),Glynn A Green Public School,Public,Not applicable,Elementary,English,JK-8,Fonthill,Ontario,380,0.0,1.0,0.0,0.05,0.1,0.0,0.9,-10,0.88,-12,0.8,-10,0.97,8,0.94,5,0.82,24,0.1,0.0
797,DSB Niagara,Pub Dist Sch Brd (E/F),Gordon Public School,Public,Not applicable,Elementary,English,JK-8,Welland,Ontario,530,0.06,1.0,0.02,0.02,0.15,0.0,0.98,7,0.88,3,0.9,5,0.79,-11,0.86,6,0.58,11,0.18,0.03
799,DSB Niagara,Pub Dist Sch Brd (E/F),Gracefield Public School,Public,Not applicable,Elementary,English,JK-8,St Catharines,Ontario,165,0.05,0.95,0.0,0.0,0.1,0.0,0.89,0,0.79,-5,0.79,-5,1.0,7,1.0,7,1.0,13,0.1,0.0
800,DSB Niagara,Pub Dist Sch Brd (E/F),Grand Avenue Public School,Public,Not applicable,Elementary,English,JK-8,Grimsby,Ontario,235,0.0,1.0,0.0,0.0,0.1,0.0,0.79,-17,0.75,-9,0.62,-6,0.81,11,0.86,21,0.57,2,0.1,0.0
801,DSB Niagara,Pub Dist Sch Brd (E/F),Grapeview Public School,Public,Not applicable,Elementary,English,JK-8,St Catharines,Ontario,365,0.2,0.95,0.0,0.0,0.2,0.0,0.88,25,0.93,26,0.79,20,1.0,19,0.97,14,0.58,4,0.2,0.0
803,DSB Niagara,Pub Dist Sch Brd (E/F),Greendale Public School,Public,Not applicable,Elementary,English,JK-8,Niagara Falls,Ontario,330,0.1,1.0,0.05,0.05,0.2,0.0,0.76,-11,0.72,-18,0.68,-16,0.8,-2,0.73,-6,0.37,-20,0.15,0.0
805,DSB Niagara,Pub Dist Sch Brd (E/F),Harriet Tubman Public School,Public,Not applicable,Elementary,English,JK-8,St. Catharines,Ontario,690,0.06,1.0,0.04,0.04,0.25,0.0,0.85,8,0.84,6,0.58,-17,0.85,-4,0.85,-11,0.54,-8,0.35,0.08
806,DSB Niagara,Pub Dist Sch Brd (E/F),Heximer Avenue Public School,Public,Not applicable,Elementary,English,JK-8,Niagara Falls,Ontario,225,0.15,1.0,0.05,0.05,0.2,0.0,0.67,-16,0.59,-35,0.63,-15,0.54,-27,0.69,-25,0.54,-21,0.35,0.1
807,DSB Niagara,Pub Dist Sch Brd (E/F),Jacob Beam Public School,Public,Not applicable,Elementary,English,JK-8,Beamsville,Ontario,255,0.0,1.0,0.05,0.0,0.1,0.0,0.78,3,0.78,3,0.61,15,0.75,-5,0.88,8,0.29,-11,0.05,0.0
808,DSB Niagara,Pub Dist Sch Brd (E/F),James Morden Public School,Public,Not applicable,Elementary,English,JK-8,Niagara Falls,Ontario,310,0.3,1.0,0.1,0.1,0.2,0.0,0.82,-1,0.59,-30,0.45,-36,0.87,23,0.81,35,0.48,12,0.35,0.05
809,DSB Niagara,Pub Dist Sch Brd (E/F),Jeanne Sauve Public School,Public,Not applicable,Elementary,English,1-8,St. Catharines,Ontario,590,0.13,0.99,0.02,0.02,0.15,0.0,0.96,6,0.92,5,0.81,-2,1.0,1,0.95,-1,0.68,2,0.24,0.06
810,DSB Niagara,Pub Dist Sch Brd (E/F),John Brant Public School,Public,Not applicable,Elementary,English,JK-8,Ridgeway,Ontario,580,0.01,1.0,0.0,0.01,0.16,0.0,0.88,8,0.9,12,0.65,-2,0.87,12,0.75,8,0.48,15,0.18,0.03
811,DSB Niagara,Pub Dist Sch Brd (E/F),John Marshall Public School,Public,Not applicable,Elementary,English,JK-8,Niagara Falls,Ontario,160,0.1,1.0,0.0,0.05,0.25,0.0,0.86,2,0.86,6,0.71,9,0.86,-7,0.93,0,0.57,21,0.2,0.0
812,DSB Niagara,Pub Dist Sch Brd (E/F),Kate S Durdan Public School,Public,Not applicable,Elementary,English,JK-8,Niagara Falls,Ontario,555,0.35,0.99,0.08,0.09,0.15,0.0,0.82,-15,0.92,-5,0.72,-5,0.82,-6,0.84,-8,0.51,-13,0.26,0.06
813,DSB Niagara,Pub Dist Sch Brd (E/F),Lakeview Public School,Public,Not applicable,Elementary,English,JK-8,Grimsby,Ontario,410,0.0,1.0,0.0,0.05,0.15,0.0,0.82,14,0.82,9,0.82,14,0.94,20,0.86,3,0.64,10,0.1,0.05
816,DSB Niagara,Pub Dist Sch Brd (E/F),Lincoln Centennial Public School,Public,Not applicable,Elementary,English,JK-8,St Catharines,Ontario,340,0.35,1.0,0.3,0.25,0.2,0.0,0.73,-11,0.7,-14,0.37,-35,0.88,11,0.85,0,0.35,-7,0.35,0.1
817,DSB Niagara,Pub Dist Sch Brd (E/F),Lockview Public School,Public,Not applicable,Elementary,English,JK-8,St Catharines,Ontario,400,0.05,1.0,0.0,0.0,0.15,0.0,0.91,6,0.8,-5,0.71,-9,0.83,-2,0.76,0,0.59,-6,0.15,0.0
818,DSB Niagara,Pub Dist Sch Brd (E/F),Martha Cullimore Public School,Public,Not applicable,Elementary,English,JK-8,Niagara Falls,Ontario,300,0.0,1.0,0.0,0.05,0.2,0.0,0.8,-8,0.72,-22,0.64,-5,0.96,9,0.91,8,0.67,2,0.1,0.0
819,DSB Niagara,Pub Dist Sch Brd (E/F),McKay Public School,Public,Not applicable,Elementary,English,JK-8,Port Colborne,Ontario,440,0.0,1.0,0.0,0.0,0.25,0.0,0.74,-10,0.72,-23,0.72,-4,0.94,3,0.88,-1,0.71,-18,0.25,0.05
820,DSB Niagara,Pub Dist Sch Brd (E/F),Nelles Public School,Public,Not applicable,Elementary,English,JK-8,Grimsby,Ontario,330,0.05,1.0,0.0,0.0,0.15,0.0,0.83,-4,0.83,-11,0.9,3,0.9,1,1.0,4,0.81,11,0.1,0.0
821,DSB Niagara,Pub Dist Sch Brd (E/F),Oakridge Public School,Public,Not applicable,Elementary,English,JK-8,St Catharines,Ontario,340,0.2,1.0,0.1,0.1,0.1,0.0,0.97,6,0.97,3,0.97,16,0.93,-1,0.93,-1,0.83,27,0.2,0.05
822,DSB Niagara,Pub Dist Sch Brd (E/F),Oakwood Public School,Public,Not applicable,Elementary,English,JK-8,Port Colborne,Ontario,180,0.0,1.0,0.0,0.0,0.2,0.0,0.74,-13,0.68,-19,0.63,-17,0.88,17,0.71,6,0.59,30,0.2,0.0
823,DSB Niagara,Pub Dist Sch Brd (E/F),Ontario Public School,Public,Not applicable,Elementary,English,JK-8,Thorold,Ontario,225,0.05,1.0,0.05,0.0,0.15,0.0,0.95,-5,0.95,1,0.91,-3,0.96,-4,0.96,9,0.8,20,0.2,0.0
824,DSB Niagara,Pub Dist Sch Brd (E/F),Orchard Park Public School,Public,Not applicable,Elementary,English,JK-8,Niagara Falls,Ontario,340,0.1,1.0,0.0,0.05,0.1,0.0,0.93,32,0.9,19,0.86,30,0.88,14,0.88,23,0.76,55,0.15,0.05
825,DSB Niagara,Pub Dist Sch Brd (E/F),Park Public School,Public,Not applicable,Elementary,English,JK-6,Grimsby,Ontario,125,0.0,1.0,0.0,0.0,0.1,0.0,0.82,-12,1.0,17,0.82,10,0.95,0,0.9,0,0.7,-11,0.05,0.0
