,Board Name,Board Type,School Name,School Type,School Special Condition Code,School Level,School Language,Grade Range,City,Province,Enrolment,Percentage of Students Whose First Language Is Not English,Percentage of Students Whose First Language Is Not French,Percentage of Students Who Are New to Canada from a Non-English Speaking Country,Percentage of Students Who Are New to Canada from a Non-French Speaking Country,Percentage of Students Receiving Special Education Services,Percentage of Students Identified as Gifted,Percentage of Grade 3 Students Achieving the Provincial Standard in Reading,Change in Grade 3 Reading Achievement Over Three Years,Percentage of Grade 3 Students Achieving the Provincial Standard in Writing,Change in Grade 3 Writing Achievement Over Three Years,Percentage of Grade 3 Students Achieving the Provincial Standard in Mathematics,Change in Grade 3 Mathematics Achievement Over Three Years,Percentage of Grade 6 Students Achieving the Provincial Standard in Reading,Change in Grade 6 Reading Achievement Over Three Years,Percentage of Grade 6 Students Achieving the Provincial Standard in Writing,Change in Grade 6 Writing Achievement Over Three Years,Percentage of Grade 6 Students Achieving the Provincial Standard in Mathematics,Change in Grade 6 Mathematics Achievement Over Three Years,Percentage of School-Aged Children Who Live in Low-Income Households,"Percentage of Students Whose Parents Have No Degree, Diploma or Certificate"
968,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),St Elizabeth Seton School,Catholic,Not applicable,Elementary,English,JK-8,Mississauga,Ontario,325,0.3,1.0,0.0,0.0,0.1,0.0,0.93,5,0.81,-6,0.54,-15,0.88,8,0.88,3,0.35,-10,0.15,0.0
969,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),St Faustina Elementary School,Catholic,Not applicable,Elementary,English,JK-8,Mississauga,Ontario,375,0.4,0.95,0.1,0.1,0.1,0.0,0.76,3,0.68,-11,0.59,1,0.84,4,0.84,-1,0.51,7,0.15,0.0
970,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),St Francis Xavier Elementary School,Catholic,Not applicable,Elementary,English,JK-8,Brampton,Ontario,445,0.3,1.0,0.0,0.0,0.05,0.0,0.73,-2,0.88,6,0.67,3,0.66,-26,0.82,-13,0.32,-34,0.15,0.1
972,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),St Francis of Assisi School,Catholic,Not applicable,Elementary,English,JK-8,Mississauga,Ontario,505,0.16,0.99,0.1,0.1,0.09,0.0,0.87,6,0.68,-9,0.68,6,0.8,0,0.85,7,0.32,-16,0.21,0.04
973,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),St Gerard Separate School,Catholic,Not applicable,Elementary,English,JK-8,Mississauga,Ontario,270,0.35,1.0,0.1,0.1,0.2,0.0,0.7,8,0.53,-24,0.5,0,0.62,-8,0.7,-4,0.27,5,0.3,0.05
974,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),St Gregory School,Catholic,Not applicable,Elementary,English,JK-8,Mississauga,Ontario,555,0.26,0.99,0.07,0.07,0.14,0.0,0.89,1,0.84,-8,0.63,-10,0.92,4,0.95,7,0.66,13,0.16,0.04
975,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),St Helen Separate School,Catholic,Not applicable,Elementary,English,JK-8,Mississauga,Ontario,245,0.25,1.0,0.1,0.1,0.05,0.0,0.95,3,0.77,-11,0.73,2,1.0,0,0.88,-12,0.75,2,0.2,0.1
976,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),St Herbert School,Catholic,Not applicable,Elementary,English,JK-8,Mississauga,Ontario,350,0.2,1.0,0.1,0.15,0.15,0.0,0.71,1,0.65,-9,0.59,7,0.68,2,0.73,7,0.49,8,0.2,0.05
977,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),St Hilary Elementary School,Catholic,Not applicable,Elementary,English,JK-8,Mississauga,Ontario,270,0.4,1.0,0.05,0.05,0.2,0.0,0.71,-19,0.67,-28,0.42,-39,0.82,1,0.86,11,0.5,6,0.3,0.15
978,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),St Isaac Jogues Elementary School,Catholic,Not applicable,Elementary,English,JK-8,Brampton,Ontario,475,0.3,1.0,0.05,0.1,0.1,0.0,0.88,10,0.79,-5,0.5,-1,0.77,-16,0.84,-9,0.51,-11,0.15,0.05
979,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),St Jean Brebeuf Separate School,Catholic,Not applicable,Elementary,English,JK-8,Brampton,Ontario,400,0.3,1.0,0.0,0.05,0.1,0.0,0.79,8,0.79,17,0.68,11,0.97,7,0.92,0,0.67,0,0.15,0.0
980,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),St Jerome Separate School,Catholic,Not applicable,Elementary,English,JK-8,Mississauga,Ontario,260,0.2,1.0,0.0,0.0,0.1,0.0,0.82,11,0.91,20,0.73,6,0.91,3,0.91,8,0.5,-13,0.1,0.0
981,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),St Joachim Separate School,Catholic,Not applicable,Elementary,English,JK-8,Brampton,Ontario,650,0.18,1.0,0.08,0.07,0.12,0.0,0.85,13,0.73,1,0.58,17,0.78,-6,0.82,7,0.35,-2,0.2,0.08
982,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),St John Bosco School,Catholic,Not applicable,Elementary,English,JK-8,Brampton,Ontario,315,0.15,1.0,0.05,0.05,0.1,0.1,0.5,-31,0.46,-12,0.31,-17,0.74,1,0.65,-3,0.44,-5,0.15,0.1
983,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),St John Fisher Separate School,Catholic,Not applicable,Elementary,English,JK-8,Brampton,Ontario,555,0.36,1.0,0.12,0.13,0.15,0.0,0.69,22,0.65,13,0.35,8,0.69,-16,0.61,-22,0.15,-14,0.29,0.06
984,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),St John of the Cross School,Catholic,Not applicable,Elementary,English,JK-8,Mississauga,Ontario,265,0.15,1.0,0.1,0.1,0.1,0.0,0.86,-14,1.0,0,0.82,-6,1.0,0,1.0,0,1.0,21,0.1,0.0
985,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),St John the Baptist Elementary School,Catholic,Not applicable,Elementary,English,JK-8,Bolton,Ontario,385,0.05,1.0,0.0,0.0,0.2,0.0,0.98,8,0.96,2,0.87,-3,0.91,10,0.87,7,0.39,4,0.1,0.0
986,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),St Joseph School,Catholic,Not applicable,Elementary,English,JK-8,Brampton,Ontario,210,0.1,1.0,0.1,0.1,0.15,0.0,0.55,-4,0.32,-41,0.32,9,0.65,-29,0.59,-12,0.06,-18,0.2,0.1
988,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),St Joseph Separate School,Catholic,Not applicable,Elementary,English,JK-8,Mississauga,Ontario,315,0.1,1.0,0.1,0.1,0.2,0.0,0.84,-4,0.81,-2,0.72,-4,0.87,2,0.87,5,0.5,32,0.1,0.0
989,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),St Jude School,Catholic,Not applicable,Elementary,English,JK-8,Mississauga,Ontario,325,0.3,1.0,0.05,0.1,0.1,0.0,0.85,0,0.81,2,0.5,-20,0.89,1,0.93,1,0.45,-25,0.2,0.05
990,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),St Julia Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-8,Mississauga,Ontario,410,0.3,1.0,0.0,0.05,0.2,0.0,0.81,-3,0.62,-17,0.59,-15,0.91,1,0.85,4,0.51,-2,0.1,0.0
991,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),St Kevin School,Catholic,Not applicable,Elementary,English,JK-8,Brampton,Ontario,250,0.2,1.0,0.1,0.1,0.15,0.0,0.9,23,0.9,19,0.53,3,0.96,37,0.91,32,0.48,14,0.25,0.05
992,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),St Leonard School,Catholic,Not applicable,Elementary,English,JK-8,Brampton,Ontario,315,0.2,1.0,0.05,0.05,0.15,0.0,0.73,4,0.62,-18,0.57,-4,0.7,-2,0.67,-9,0.47,13,0.15,0.1
993,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),St Louis School,Catholic,Not applicable,Elementary,English,JK-8,Mississauga,Ontario,175,0.4,1.0,0.05,0.05,0.15,0.0,0.94,2,0.94,2,0.82,3,0.55,-18,0.64,-9,0.27,0,0.15,0.05
994,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),St Luke Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-8,Mississauga,Ontario,435,0.2,1.0,0.0,0.0,0.1,0.0,0.84,6,0.79,0,0.77,8,0.85,-8,0.87,-11,0.47,-23,0.1,0.05
996,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),St Margaret of Scotland School,Catholic,Not applicable,Elementary,English,JK-8,Mississauga,Ontario,570,0.32,0.99,0.08,0.09,0.11,0.0,0.82,2,0.71,-2,0.56,1,0.81,-10,0.81,-12,0.4,-8,0.22,0.08
997,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),St Marguerite Bourgeoys Separate School,Catholic,Not applicable,Elementary,English,JK-8,Brampton,Ontario,235,0.25,1.0,0.0,0.05,0.1,0.0,0.59,-23,0.71,-4,0.35,-15,0.79,-2,0.79,1,0.28,-13,0.15,0.0
999,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),St Maria Goretti Elementary School,Catholic,Not applicable,Elementary,English,JK-8,Brampton,Ontario,320,0.2,1.0,0.05,0.1,0.15,0.0,0.74,10,0.48,-16,0.3,-13,0.85,-11,0.81,-15,0.08,-22,0.15,0.0
1000,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),St Mark Separate School,Catholic,Not applicable,Elementary,English,JK-8,Mississauga,Ontario,330,0.3,0.95,0.0,0.0,0.0,0.25,1.0,10,0.95,15,0.95,15,0.94,3,0.94,0,0.78,4,0.1,0.0
1002,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),St Mary Elementary School,Catholic,Not applicable,Elementary,English,JK-8,Brampton,Ontario,305,0.2,1.0,0.05,0.05,0.2,0.0,0.54,-5,0.61,-15,0.25,-25,0.74,4,0.89,19,0.37,11,0.3,0.1
1003,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),St Matthew Separate School,Catholic,Not applicable,Elementary,English,JK-8,Mississauga,Ontario,335,0.3,1.0,0.1,0.1,0.1,0.05,0.89,-5,0.91,-3,0.63,-26,0.85,4,1.0,11,0.68,1,0.25,0.05
1004,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),St Monica Elementary School,Catholic,Not applicable,Elementary,English,JK-8,Brampton,Ontario,415,0.2,1.0,0.05,0.1,0.1,0.0,0.75,26,0.73,8,0.57,11,0.73,-2,0.85,6,0.35,-4,0.15,0.05
1005,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),St Nicholas Elementary School,Catholic,Not applicable,Elementary,English,JK-8,Bolton,Ontario,570,0.04,1.0,0.0,0.01,0.23,0.0,0.69,-3,0.71,-5,0.56,0,0.73,-13,0.8,-6,0.35,-31,0.05,0.03
1006,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),St Patrick School,Catholic,Not applicable,Elementary,English,JK-8,Brampton,Ontario,285,0.4,1.0,0.05,0.05,0.2,0.0,0.65,8,0.42,-19,0.46,-2,0.88,19,0.92,30,0.54,23,0.1,0.05
1008,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),St Peter Separate School,Catholic,Not applicable,Elementary,English,JK-8,Orangeville,Ontario,290,0.1,1.0,0.0,0.0,0.2,0.0,0.62,-20,0.58,-27,0.54,-18,0.69,-5,0.73,10,0.12,-18,0.1,0.0
1009,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),St Philip Elementary School,Catholic,Not applicable,Elementary,English,JK-8,Mississauga,Ontario,310,0.4,1.0,0.05,0.1,0.15,0.0,0.81,14,0.93,10,0.67,17,0.92,0,0.98,3,0.48,-13,0.2,0.0
1010,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),St Pio of Pietrelcina Elementary School,Catholic,Not applicable,Elementary,English,JK-8,Mississauga,Ontario,455,0.3,1.0,0.05,0.05,0.15,0.0,0.83,6,0.83,11,0.58,11,0.67,-19,0.67,-10,0.22,-5,0.25,0.05
1011,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),St Raphael School,Catholic,Not applicable,Elementary,English,JK-8,Mississauga,Ontario,275,0.25,1.0,0.2,0.2,0.15,0.0,0.57,-13,0.6,-5,0.37,7,0.79,29,0.83,8,0.31,-14,0.3,0.15
1012,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),St Raymond Elementary School,Catholic,Not applicable,Elementary,English,JK-8,Mississauga,Ontario,350,0.15,1.0,0.1,0.1,0.1,0.0,0.77,-1,0.94,10,0.71,2,0.87,1,0.87,-4,0.53,-7,0.25,0.05
1013,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),St Richard School,Catholic,Not applicable,Elementary,English,JK-8,Mississauga,Ontario,280,0.2,0.95,0.1,0.1,0.15,0.0,0.95,8,0.8,-7,0.8,3,0.77,-13,0.85,-1,0.65,27,0.1,0.0
1014,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),St Rita Elementary School,Catholic,Not applicable,Elementary,English,JK-8,Brampton,Ontario,520,0.05,1.0,0.02,0.01,0.12,0.0,0.84,3,0.74,-5,0.69,2,0.75,-9,0.8,-5,0.38,-17,0.06,0.03
1015,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),St Rose of Lima Separate School,Catholic,Not applicable,Elementary,English,JK-8,Mississauga,Ontario,385,0.3,1.0,0.2,0.15,0.2,0.05,0.85,-15,1.0,5,0.81,-5,0.97,2,0.99,-1,0.81,-7,0.15,0.0
1016,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),St Sebastian Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-8,Mississauga,Ontario,495,0.2,1.0,0.1,0.1,0.15,0.0,0.92,8,0.89,10,0.68,7,0.88,2,0.86,3,0.45,-11,0.2,0.0
1017,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),St Simon Stock Elementary School,Catholic,Not applicable,Elementary,English,JK-8,Mississauga,Ontario,305,0.2,1.0,0.1,0.1,0.1,0.0,0.73,-14,0.87,-3,0.5,-37,0.96,-4,0.96,-4,0.69,7,0.1,0.0
1018,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),St Sofia School,Catholic,Not applicable,Elementary,English,JK-8,Mississauga,Ontario,580,0.51,1.0,0.1,0.1,0.08,0.0,0.89,-1,0.81,-8,0.65,-14,0.93,0,0.95,5,0.68,-6,0.18,0.04
1019,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),St Stephen Separate School,Catholic,Not applicable,Elementary,English,JK-8,Brampton,Ontario,340,0.1,1.0,0.05,0.05,0.1,0.0,0.88,10,0.78,-5,0.71,6,0.86,-7,0.86,-10,0.51,14,0.1,0.0
1020,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),St Teresa of Avila Separate School,Catholic,Not applicable,Elementary,English,JK-8,Mississauga,Ontario,450,0.2,1.0,0.15,0.2,0.1,0.0,0.64,-27,0.53,-24,0.47,-15,0.86,-1,0.86,-3,0.49,-13,0.25,0.05
1021,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),St Therese of the Child Jesus (Elementary) Separate School,Catholic,Not applicable,Elementary,English,JK-8,Mississauga,Ontario,525,0.36,0.99,0.05,0.05,0.14,0.01,0.67,-9,0.71,-17,0.71,1,0.97,-1,0.95,2,0.68,15,0.13,0.02
1023,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),St Thomas More School,Catholic,Not applicable,Elementary,English,JK-8,Mississauga,Ontario,600,0.29,1.0,0.08,0.08,0.13,0.0,0.9,5,0.92,12,0.88,20,0.91,0,0.94,6,0.68,9,0.23,0.06
1024,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),St Timothy School,Catholic,Not applicable,Elementary,English,JK-8,Mississauga,Ontario,645,0.2,1.0,0.05,0.04,0.16,0.0,0.91,-3,0.91,-3,0.78,-1,0.91,-2,0.89,-4,0.51,-29,0.19,0.05
1025,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),St Ursula Elementary School,Catholic,Not applicable,Elementary,English,JK-8,Brampton,Ontario,445,0.15,1.0,0.0,0.05,0.1,0.0,0.79,3,0.55,-15,0.58,10,0.92,2,0.88,-5,0.36,-22,0.1,0.05
1026,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),St Valentine Elementary School,Catholic,Not applicable,Elementary,English,JK-8,Mississauga,Ontario,610,0.24,1.0,0.09,0.09,0.19,0.0,0.75,-3,0.75,2,0.7,1,0.79,2,0.81,0,0.66,1,0.18,0.06
1027,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),St Veronica Elementary School,Catholic,Not applicable,Elementary,English,JK-8,Mississauga,Ontario,380,0.35,1.0,0.1,0.1,0.2,0.0,0.88,-8,0.8,-9,0.76,-9,0.91,2,0.98,9,0.59,4,0.15,0.0
1028,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),St Vincent de Paul Separate School,Catholic,Not applicable,Elementary,English,JK-8,Mississauga,Ontario,180,0.2,1.0,0.0,0.0,0.2,0.0,0.84,-2,0.6,3,0.6,-2,0.67,-14,0.67,-23,0.33,-19,0.1,0.15
1029,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),St.  Aidan Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-8,Brampton,Ontario,495,0.15,1.0,0.05,0.1,0.1,0.0,0.8,-2,0.7,-5,0.48,0,0.79,-9,0.83,-3,0.43,10,0.1,0.0
1030,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),St. Alphonsa Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-8,Brampton,Ontario,365,0.25,1.0,0.1,0.1,0.15,0.0,0.85,-4,0.82,-7,0.68,-2,0.81,10,0.78,-8,0.56,8,0.1,0.0
1031,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),St. Andre Bessette Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-8,Brampton,Ontario,665,0.37,1.0,0.08,0.08,0.22,0.0,0.63,-4,0.61,-11,0.29,-25,0.83,-3,0.89,5,0.35,-3,0.15,0.09
1032,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),St. Barbara Elementary School,Catholic,Not applicable,Elementary,English,JK-8,Mississauga,Ontario,420,0.15,1.0,0.0,0.0,0.2,0.1,0.86,-4,0.9,-7,0.62,-23,0.93,9,0.91,5,0.71,6,0.1,0.0
1033,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),St. Bernard of Clairvaux Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-8,Mississauga,Ontario,630,0.32,1.0,0.14,0.14,0.16,0.0,0.89,4,0.89,0,0.83,0,0.84,-8,0.82,-8,0.62,-8,0.18,0.01
1034,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),St. Bonaventure Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-8,Brampton,Ontario,365,0.1,1.0,0.1,0.1,0.2,0.0,0.64,-15,0.58,-19,0.49,-11,0.59,-30,0.7,-14,0.24,-32,0.15,0.05
1035,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),St. Charles Garnier School,Catholic,Not applicable,Elementary,English,JK-8,Mississauga,Ontario,205,0.35,1.0,0.1,0.1,0.1,0.0,0.81,6,1.0,12,0.56,0,0.73,-5,0.73,-14,0.27,-30,0.3,0.05
1039,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),St. James Catholic Global Learning Centr,Catholic,Not applicable,Elementary,English,JK-8,Mississauga,Ontario,240,0.05,1.0,0.0,0.0,0.1,0.05,0.74,-22,0.91,-5,0.65,-35,1.0,0,0.96,-4,0.52,-28,0.2,0.0
1040,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),St. Jean-Marie Vianney Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-8,Brampton,Ontario,400,0.1,1.0,0.05,0.05,0.1,0.0,0.9,12,0.86,1,0.61,-9,0.84,0,0.8,-17,0.44,-8,0.1,0.0
1042,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),St. John Henry Newman Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-8,Brampton,Ontario,390,0.2,1.0,0.1,0.1,0.2,0.0,0.9,-1,0.74,-19,0.38,-13,0.62,-11,0.65,-13,0.29,5,0.3,0.05
1043,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),St. John Paul II Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-8,Bolton,Ontario,610,0.03,1.0,0.0,0.0,0.15,0.0,0.84,-3,0.92,7,0.81,1,0.85,0,0.9,13,0.49,6,0.06,0.01
1044,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),St. John XXIII Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-8,Mississauga,Ontario,215,0.4,1.0,0.1,0.1,0.15,0.0,0.76,-13,0.76,-18,0.76,-7,0.88,-12,0.94,1,0.75,11,0.2,0.05
1045,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),St. Josephine Bakhita Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-8,Brampton,Ontario,590,0.1,1.0,0.03,0.03,0.07,0.0,0.84,5,0.85,6,0.61,1,0.83,-1,0.88,5,0.43,7,0.09,0.03
1046,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),St. Lucy Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-8,Brampton,Ontario,530,0.21,0.99,0.12,0.12,0.1,0.0,0.62,-7,0.52,-17,0.33,-14,0.81,7,0.81,2,0.43,23,0.14,0.05
1050,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),St. Teresa of Calcutta Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-8,Mississauga,Ontario,240,0.3,1.0,0.1,0.1,0.1,0.0,0.89,21,0.89,21,0.85,24,0.87,7,0.87,7,0.52,-3,0.2,0.05
1051,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),Sts Martha & Mary Separate School,Catholic,Not applicable,Elementary,English,JK-8,Mississauga,Ontario,355,0.15,1.0,0.0,0.0,0.1,0.0,1.0,22,1.0,22,0.94,42,0.86,-5,0.94,6,0.72,9,0.1,0.0
1052,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),Sts. Peter & Paul Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Mississauga,Ontario,205,0.35,1.0,0.15,0.1,0.1,0.0,0.91,14,0.87,-7,0.57,-14,0.85,18,1.0,27,0.5,30,0.25,0.0
1057,Durham CDSB,Cath Dist Sch Brd (E/F),Father Fenelon Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Pickering,Ontario,405,0.05,1.0,0.05,0.0,0.1,0.0,0.76,7,0.71,12,0.5,2,0.91,11,0.88,-2,0.52,-3,0.15,0.0
1058,Durham CDSB,Cath Dist Sch Brd (E/F),Father Joseph Venini Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Oshawa,Ontario,460,0.1,1.0,0.05,0.1,0.1,0.0,0.77,-12,0.79,-10,0.62,-9,0.78,5,0.71,-11,0.32,-20,0.15,0.0
1060,Durham CDSB,Cath Dist Sch Brd (E/F),Good Shepherd Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Port Perry,Ontario,180,0.05,1.0,0.05,0.05,0.15,0.0,0.71,-4,0.76,-4,0.57,-18,0.67,-4,0.83,8,0.33,12,0.1,0.0
1065,Durham CDSB,Cath Dist Sch Brd (E/F),Monsignor Philip Coffey Catholic School,Catholic,Not applicable,Elementary,English,JK-6,Oshawa,Ontario,265,0.0,1.0,0.1,0.1,0.25,0.0,0.4,-10,0.57,-5,0.17,-2,0.65,-14,0.65,-21,0.1,-14,0.3,0.1
1067,Durham CDSB,Cath Dist Sch Brd (E/F),Sir Albert Love Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Oshawa,Ontario,245,0.0,1.0,0.05,0.05,0.15,0.0,0.77,16,0.77,-1,0.55,12,0.85,-1,0.85,10,0.52,10,0.15,0.05
1068,Durham CDSB,Cath Dist Sch Brd (E/F),St Andre Bessette Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Ajax,Ontario,280,0.05,0.95,0.0,0.0,0.1,0.0,0.76,-15,0.68,-23,0.64,-15,0.97,19,0.97,3,0.62,31,0.1,0.0
1069,Durham CDSB,Cath Dist Sch Brd (E/F),St Bernadette Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Ajax,Ontario,640,0.08,1.0,0.06,0.05,0.14,0.0,0.76,-2,0.63,-15,0.4,-14,0.87,-4,0.91,7,0.44,3,0.16,0.04
1070,Durham CDSB,Cath Dist Sch Brd (E/F),St Bernard Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Whitby,Ontario,285,0.05,1.0,0.05,0.0,0.1,0.0,0.96,18,0.96,9,0.87,-4,0.88,18,0.82,8,0.45,-11,0.1,0.05
1071,Durham CDSB,Cath Dist Sch Brd (E/F),St Bridget Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Brooklin,Ontario,390,0.0,1.0,0.0,0.0,0.15,0.0,0.93,17,0.86,5,0.76,2,0.75,-7,0.85,-7,0.38,-26,0.05,0.0
1072,Durham CDSB,Cath Dist Sch Brd (E/F),St Catherine of Siena Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Ajax,Ontario,350,0.1,1.0,0.0,0.0,0.2,0.0,0.62,-27,0.75,-17,0.56,-22,0.86,-2,0.89,-1,0.5,1,0.15,0.05
1073,Durham CDSB,Cath Dist Sch Brd (E/F),St Christopher Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Oshawa,Ontario,515,0.08,1.0,0.03,0.04,0.13,0.0,0.62,-4,0.59,3,0.66,1,0.95,20,1.0,14,0.52,9,0.15,0.03
1074,Durham CDSB,Cath Dist Sch Brd (E/F),St Elizabeth Seton Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Pickering,Ontario,700,0.04,1.0,0.02,0.02,0.11,0.0,0.65,-10,0.66,-18,0.6,-4,0.66,-19,0.76,-3,0.33,-6,0.11,0.02
1075,Durham CDSB,Cath Dist Sch Brd (E/F),St Francis de Sales Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Ajax,Ontario,190,0.05,1.0,0.05,0.05,0.2,0.0,0.79,-21,0.63,-31,0.47,-31,0.83,-4,0.75,-25,0.17,-36,0.2,0.0
1077,Durham CDSB,Cath Dist Sch Brd (E/F),St Isaac Jogues Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Pickering,Ontario,515,0.04,1.0,0.02,0.03,0.12,0.0,0.9,21,0.9,21,0.41,-21,0.86,-4,0.86,-3,0.62,11,0.13,0.04
1078,Durham CDSB,Cath Dist Sch Brd (E/F),St James Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Ajax,Ontario,460,0.05,1.0,0.0,0.0,0.1,0.0,0.57,-20,0.62,-29,0.42,-17,0.78,14,0.87,14,0.42,19,0.1,0.05
1079,Durham CDSB,Cath Dist Sch Brd (E/F),St John Bosco Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Oshawa,Ontario,535,0.03,1.0,0.03,0.03,0.13,0.0,0.78,-11,0.8,-7,0.6,-19,0.89,1,0.94,6,0.58,16,0.12,0.01
1080,Durham CDSB,Cath Dist Sch Brd (E/F),St John Paull II Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-8,Brooklin,Ontario,370,0.0,1.0,0.0,0.0,0.15,0.0,0.8,-3,0.9,11,0.62,-20,0.91,9,0.93,6,0.44,-10,0.0,0.0
